	query	target	id
11757	A0A0F0IAE6	A0A1L7WVX5	81.2
11758	A0A0F0IAE6	A0A1Z5TFN5	81.1
11759	A0A0F0IAE6	A0A1Z5TU80	81.1
11760	A0A0F0IAE6	A0A3M6WYP1	80.9
11761	A0A0F0IAE6	A0A3M7BEA0	80.9
11762	A0A0F0IAE6	W9CNQ9	80.9
11763	A0A0F0IAE6	W2S189	80.9
11764	A0A0F0IAE6	A0A2S7P6M0	80.8
11765	A0A0F0IAE6	R0JW60	80.8
11766	A0A0F0IAE6	E3RDM4	80.8
11767	A0A0F0IAE6	A0A6A6Y0P5	80.7
11768	A0A0F0IAE6	A0A364MXF6	80.6
11769	A0A0F0IAE6	A0A163E1X7	80.5
11770	A0A0F0IAE6	Q0UYY5	80.5
11771	A0A0F0IAE6	A0A074YNW2	80.4
11772	A0A0F0IAE6	A0A178DM25	80.3
11773	A0A0F0IAE6	A0A074WF13	80.3
11774	A0A0F0IAE6	A0A7D8UU31	80.3
11775	A0A0F0IAE6	A0A4U0TJT0	80.3
11776	A0A0F0IAE6	A0A2T2NH42	80.2
11777	A0A0F0IAE6	A0A2S7QS87	80.1
11778	A0A0F0IAE6	A0A428PAC1	80.1
11779	A0A0F0IAE6	A0A150V9F0	80.1
11780	A0A0F0IAE6	F9XCV2	80.0
11781	A0A0F0IAE6	A0A1X7RVT7	80.0
11782	A0A0F0IAE6	A0A177D705	80.0
11783	A0A0F0IAE6	E4ZS94	79.9
11784	A0A0F0IAE6	A0A428UCX7	79.8
11785	A0A0F0IAE6	A0A3M2SL30	79.8
11786	A0A0F0IAE6	C7ZD82	79.8
11787	A0A0F0IAE6	A0A0F4G7F6	79.7
11788	A0A0F0IAE6	N4VAA4	79.6
11789	A0A0F0IAE6	A0A4R8R015	79.6
11790	A0A0F0IAE6	A0A428NE95	79.6
11791	A0A0F0IAE6	A0A1E1KHE7	79.6
11792	A0A0F0IAE6	R1EEN8	79.5
11793	A0A0F0IAE6	G9NP24	79.5
11794	A0A0F0IAE6	A0A175W4Q6	79.5
11795	A0A0F0IAE6	A0A2T4BTG5	79.3
11796	A0A0F0IAE6	G0RRS1	79.3
11797	A0A0F0IAE6	A0A1Q8RSU2	79.2
11798	A0A0F0IAE6	A0A395N9G7	79.2
11799	A0A0F0IAE6	A0A194UX87	79.2
11800	A0A0F0IAE6	A0A1J9QW67	79.2
11801	A0A0F0IAE6	A0A7C8IM37	79.2
11802	A0A0F0IAE6	A0A559MAH0	79.1
11803	A0A0F0IAE6	A0A5Q4BJR1	79.1
11804	A0A0F0IAE6	T0KZZ1	79.1
11805	A0A0F0IAE6	A0A4U6X6L6	79.0
11806	A0A0F0IAE6	A0A166RI72	79.0
11807	A0A0F0IAE6	A0A4T0WKD8	79.0
11808	A0A0F0IAE6	A0A162MZU6	79.0
11809	A0A0F0IAE6	G9N8S0	79.0
11810	A0A0F0IAE6	A0A2K0WVU4	79.0
11811	A0A0F0IAE6	A0A2T4H210	79.0
11812	A0A0F0IAE6	A0A0E0SDM0	79.0
11813	A0A0F0IAE6	A0A2P4ZJM8	79.0
11814	A0A0F0IAE6	A0A1Y2EKH6	79.0
11815	A0A0F0IAE6	A0A5N5D932	79.0
11816	A0A0F0IAE6	A0A2K1QGL6	79.0
11817	A0A0F0IAE6	L2FC28	78.9
11818	A0A0F0IAE6	G2R1V2	78.9
11819	A0A0F0IAE6	W7N4L9	78.9
11820	A0A0F0IAE6	A0A0G2EW25	78.9
11821	A0A0F0IAE6	A0A0F9XM87	78.9
11822	A0A0F0IAE6	A0A2T3ZV55	78.9
11823	A0A0F0IAE6	A0A1B8AE72	78.9
11824	A0A0F0IAE6	A0A0G2G1B8	78.9
11825	A0A0F0IAE6	W3XJD9	78.9
11826	A0A0F0IAE6	A0A066X5A7	78.7
11827	A0A0F0IAE6	A0A162IAZ2	78.7
11828	A0A0F0IAE6	S0DVK4	78.7
11829	A0A0F0IAE6	A0A420Y6G0	78.7
11830	A0A0F0IAE6	A0A2P7ZE34	78.7
11831	A0A0F0IAE6	N1PK14	78.7
11832	A0A0F0IAE6	W9J4H7	78.6
11833	A0A0F0IAE6	A0A2H3H306	78.6
11834	A0A0F0IAE6	F9F678	78.6
11835	A0A0F0IAE6	N1S467	78.6
11836	A0A0F0IAE6	N4TXI0	78.6
11837	A0A0F0IAE6	X0CZJ3	78.6
11838	A0A0F0IAE6	A0A5N5JXS7	78.6
11839	A0A0F0IAE6	A0A0D2YGJ6	78.6
11840	A0A0F0IAE6	M2YUV9	78.5
11841	A0A0F0IAE6	A0A1W2TQY8	78.4
11842	A0A0F0IAE6	A0A2P5HRC7	78.4
11843	A0A0F0IAE6	A0A423XHQ7	78.4
11844	A0A0F0IAE6	A0A136J8S2	78.4
11845	A0A0F0IAE6	A0A2T3YX01	78.4
11846	A0A0F0IAE6	A0A5N5KQM7	78.4
11847	A0A0F0IAE6	A0A395TAD6	78.4
11848	A0A0F0IAE6	E3QV85	78.3
11849	A0A0F0IAE6	A0A2L2SPC1	78.3
11850	A0A0F0IAE6	R8BGK6	78.3
11851	A0A0F0IAE6	A0A1J7JQ54	78.3
11852	A0A0F0IAE6	A0A084GCK7	78.3
11853	A0A0F0IAE6	A0A507B7L9	78.3
11854	A0A0F0IAE6	A0A2T3AAA4	78.3
11855	A0A0F0IAE6	A0A395SP46	78.1
11856	A0A0F0IAE6	M3CF66	78.0
11857	A0A0F0IAE6	A0A1G4BGG5	78.0
11858	A0A0F0IAE6	A0A4Z0YFK3	78.0
11859	A0A0F0IAE6	A0A423WGA7	78.0
11860	A0A0F0IAE6	A0A010RMG6	77.8
11861	A0A0F0IAE6	A0A0C4E9L8	77.8
11862	A0A0F0IAE6	A0A395N0T1	77.8
11863	A0A0F0IAE6	A0A1V1TC36	77.8
11864	A0A0F0IAE6	A0A5N6KBE6	77.7
11865	A0A0F0IAE6	A0A1Y2WV54	77.7
11866	A0A0F0IAE6	A0A2I0RJV3	77.7
11867	A0A0F0IAE6	Q2H3S5	77.7
11868	A0A0F0IAE6	A0A139GXZ0	77.5
11869	A0A0F0IAE6	A0A3M9Y5X2	77.4
11870	A0A0F0IAE6	A0A1Y2VR85	77.4
11871	A0A0F0IAE6	A0A4Q4YUR7	77.4
11872	A0A0F0IAE6	A0A2S6C2B0	77.4
11873	A0A0F0IAE6	A0A4Q4VBJ1	77.4
11874	A0A0F0IAE6	A0A0G4KKU1	77.2
11875	A0A0F0IAE6	G4U5F6	77.2
11876	A0A0F0IAE6	A0A2N3N139	77.2
11877	A0A0F0IAE6	A0A1Y2UY51	77.1
11878	A0A0F0IAE6	A0A4Q4VQ69	77.1
11879	A0A0F0IAE6	J3PH24	76.9
11880	A0A0F0IAE6	F0X7T2	76.8
11881	A0A0F0IAE6	A0A4Q4TAX8	76.8
11882	A0A0F0IAE6	A0A4V1XNJ5	76.8
11883	A0A0F0IAE6	A0A4Q4UNX4	76.8
11884	A0A0F0IAE6	A0A090CAV9	76.8
11885	A0A0F0IAE6	W6Q7N2	76.5
11886	A0A0F0IAE6	A0A4Q4YSZ1	76.5
11887	A0A0F0IAE6	G4N5G7	76.5
11888	A0A0F0IAE6	A0A6P8BIP6	76.3
11889	A0A0F0IAE6	S3D7K6	76.3
11890	A0A0F0IAE6	A0A3N4KBK2	75.6
11891	A0A0F0IAE6	G2XHT3	75.4
11892	A0A0F0IAE6	A0A439D947	75.4
11893	A0A0F0IAE6	A0A135V8D0	75.4
11894	A0A0F0IAE6	A0A218ZHE2	75.3
11895	A0A0F0IAE6	C9SS38	75.0
11896	A0A0F0IAE6	A0A553HPK9	75.0
11897	A0A0F0IAE6	G2QME6	74.8
11898	A0A0F0IAE6	A0A423W9P7	73.0
11899	A0A0F0IAE6	A0A165CTU6	54.6
11900	A0A0F0IAE6	A0A1B7NGS0	53.2
11901	A0A0F0IAE6	A0A1M2VA28	53.1
11903	A0A0F0IAE6	A0A060SVX6	53.0
11904	A0A0F0IAE6	K5WGG5	52.9
11905	A0A0F0IAE6	A0A074S3I4	52.8
11906	A0A0F0IAE6	A0A0B7F5J3	52.7
11907	A0A0F0IAE6	A0A1J8PQ85	52.6
11908	A0A0F0IAE6	A0A165ILZ5	52.6
11909	A0A0F0IAE6	K5XK42	52.6
11910	A0A0F0IAE6	A0A2H3JSG5	52.5
11911	A0A0F0IAE6	M5GCQ7	52.5
11912	A0A0F0IAE6	A0A5C3KN19	52.3
11913	A0A0F0IAE6	A0A4Q9PTL3	52.2
11914	A0A0F0IAE6	R7SWA7	52.2
11915	A0A0F0IAE6	A0A4S8M4X0	52.2
11916	A0A0F0IAE6	A0A284QYF0	52.2
11917	A0A0F0IAE6	A0A0C9T9D2	52.1
11918	A0A0F0IAE6	A0A165F0M1	52.1
11919	A0A0F0IAE6	A0A0C3NHS8	52.1
11920	A0A0F0IAE6	A0A371CLQ4	52.1
11921	A0A0F0IAE6	A0A1Y2IML5	52.1
11922	A0A0F0IAE6	J4IBN1	52.1
11923	A0A0F0IAE6	M2PWC9	52.1
11924	A0A0F0IAE6	D8PVH1	52.0
11925	A0A0F0IAE6	A0A2H3ETP7	52.0
11926	A0A0F0IAE6	W4JTB1	52.0
11927	A0A0F0IAE6	A0A2H3BQD5	52.0
11928	A0A0F0IAE6	A0A2G8SRN5	51.9
11929	A0A0F0IAE6	A0A286U5Q1	51.9
11930	A0A0F0IAE6	A0A165U9X1	51.9
11931	A0A0F0IAE6	A0A550CU55	51.9
11932	A0A0F0IAE6	A0A5C3NW19	51.8
11933	A0A0F0IAE6	A0A2A9N9H1	51.7
11934	A0A0F0IAE6	A0A5C3Q819	51.7
11935	A0A0F0IAE6	A0A0D0CSB1	51.7
11936	A0A0F0IAE6	A0A164WSN9	51.7
11937	A0A0F0IAE6	A0A1X6MWH7	51.7
11938	A0A0F0IAE6	A0A166DDH7	51.7
11939	A0A0F0IAE6	A0A166GS67	51.6
11940	A0A0F0IAE6	A0A401GA83	51.6
11942	A0A0F0IAE6	A0A165VRV2	51.6
11943	A0A0F0IAE6	A0A5C3N508	51.6
11944	A0A0F0IAE6	A0A0D2NCE0	51.6
11945	A0A0F0IAE6	A0A5C3LYG0	51.5
11946	A0A0F0IAE6	V2WB91	51.5
11947	A0A0F0IAE6	A0A0D7BBW7	51.4
11948	A0A0F0IAE6	A0A5B1QN96	51.4
11949	A0A0F0IAE6	A0A0H2RJ10	51.4
11950	A0A0F0IAE6	S8FNA5	51.3
11951	A0A0F0IAE6	A0A5N5QNB3	51.3
11952	A0A0F0IAE6	A0A5E3X2T7	51.2
11953	A0A0F0IAE6	A0A4S4MTI8	51.2
11954	A0A0F0IAE6	A0A0L6X0R2	51.2
11955	A0A0F0IAE6	A0A4Z0A149	51.1
11956	A0A0F0IAE6	A0A5M3MJ52	51.1
11957	A0A0F0IAE6	A0A4R0RDJ8	51.0
11958	A0A0F0IAE6	A0A167P4E4	51.0
11959	A0A0F0IAE6	A0A409VUL1	51.0
11960	A0A0F0IAE6	A0A1Q3EBI7	50.8
11961	A0A0F0IAE6	F8Q303	50.7
11962	A0A0F0IAE6	A0A067PQ89	50.6
11963	A0A0F0IAE6	A0A4Y9YV70	50.5
11964	A0A0F0IAE6	A0A369JI11	50.3
11965	A0A0F0IAE6	A0A0C9T329	50.1
11966	A0A0F0IAE6	A0A1Y2BZ16	49.9
11967	A0A0F0IAE6	A0A4Y9YTF6	49.1
11968	A0A0F0IAE6	A0A067N510	48.9
11969	A0A0F0IAE6	A0A067SV84	48.0
11970	A0A5N6EB52	A0A2G7FIX8	99.1
11971	A0A5N6EB52	A0A5N7A3P5	98.0
11972	A0A5N6EB52	A0A5N6T6J1	97.9
11973	A0A5N6EB52	A0A0L1IYH5	97.7
11974	A0A5N6EB52	A0A1F7ZTY3	97.7
11975	A0A5N6EB52	A0A5N7D6G6	97.7
11976	A0A5N6EB52	A0A5N6UU48	97.6
11977	A0A5N6EB52	A0A5N6FLB4	95.3
11978	A0A5N6EB52	A0A5N7AS31	95.0
11979	A0A5N6EB52	A0A5N5WS51	94.0
11980	A0A5N6EB52	A0A5N6TJD5	92.3
11981	A0A5N6EB52	A0A1L9RP90	91.7
11982	A0A5N6EB52	A0A3A2ZSQ4	90.8
11983	A0A5N6EB52	A0A1L9SKB6	89.5
11984	A0A5N6EB52	Q0CAU6	89.4
11985	A0A5N6EB52	A0A443I0D2	89.3
11986	A0A5N6EB52	A0A1E3BR69	89.2
11987	A0A5N6EB52	A0A1L9NM57	88.9
11988	A0A5N6EB52	Q2UNA0	88.9
11989	A0A5N6EB52	A0A1L9W0D4	88.7
11990	A0A5N6EB52	A0A395GID0	88.6
11991	A0A5N6EB52	A0A017SR18	88.6
11992	A0A5N6EB52	A0A1L9UG76	88.5
11993	A0A5N6EB52	A0A317VRS8	88.4
11994	A0A5N6EB52	V5FXD6	88.4
11995	A0A5N6EB52	A0A1R3RRE5	88.3
11996	A0A5N6EB52	A0A3F3PYJ0	88.3
11997	A0A5N6EB52	A0A401KSG4	88.3
11998	A0A5N6EB52	A0A1V6TTI6	88.3
11999	A0A5N6EB52	A0A319DNN5	88.3
12000	A0A5N6EB52	A0A2I2F6L9	88.2
12001	A0A5N6EB52	A2RB46	88.2
12002	A0A5N6EB52	A0A2I2G1Y8	87.8
12003	A0A5N6EB52	A0A0U5FTQ5	87.7
12004	A0A5N6EB52	A0A319EEE1	87.6
12005	A0A5N6EB52	A0A317VU31	87.6
12006	A0A5N6EB52	A0A395HPP0	87.5
12007	A0A5N6EB52	A0A2B7XYC7	87.4
12008	A0A5N6EB52	B8LTH7	87.1
12009	A0A5N6EB52	A0A1L9X343	86.9
12010	A0A5N6EB52	A0A319CFQ0	86.9
12011	A0A5N6EB52	A0A2V5HC18	86.8
12012	A0A5N6EB52	A0A2B7Z2F3	86.8
12013	A0A5N6EB52	A0A318ZDC1	86.5
12014	A0A5N6EB52	A0A1J9PEQ4	86.5
12015	A0A5N6EB52	A0A3D8R9B7	86.3
12016	A0A5N6EB52	A0A1L9TT25	85.9
12017	A0A5N6EB52	A0A0M9WC58	85.6
12018	A0A5N6EB52	A0A0A2K2L2	85.6
12019	A0A5N6EB52	A0A0G4PTH8	85.6
12020	A0A5N6EB52	A0A1L9P564	85.4
12021	A0A5N6EB52	A0A101MG75	85.4
12022	A0A5N6EB52	A0A1V6N6L8	85.4
12023	A0A5N6EB52	A0A0F8U238	85.4
12024	A0A5N6EB52	A0A1V6R3E4	85.3
12025	A0A5N6EB52	A0A0A2L8C1	85.3
12026	A0A5N6EB52	B6H004	85.3
12027	A0A5N6EB52	A0A135LT87	85.3
12028	A0A5N6EB52	W6QZY1	85.3
12029	A0A5N6EB52	A0A1V6TRI2	85.1
12030	A0A5N6EB52	H6BU34	85.0
12031	A0A5N6EB52	A0A7H8QPQ1	85.0
12032	A0A5N6EB52	A0A1V6Y250	84.8
12033	A0A5N6EB52	A0A178ZH86	84.6
12034	A0A5N6EB52	A0A0D2L0R8	84.6
12036	A0A5N6EB52	A0A0D2DMY6	84.3
12037	A0A5N6EB52	A0A072PRU7	84.3
12038	A0A5N6EB52	W9X977	84.1
12039	A0A5N6EB52	A0A0D2EK50	84.0
12040	A0A5N6EB52	A0A0D2CY69	84.0
12041	A0A5N6EB52	W9YRP8	84.0
12042	A0A5N6EB52	A0A0D2JCG4	84.0
12043	A0A5N6EB52	A0A1V6S025	83.9
12044	A0A5N6EB52	A0A0D2CX58	83.8
12045	A0A5N6EB52	A0A0D2BJ30	83.8
12046	A0A5N6EB52	W9W4X4	83.5
12047	A0A5N6EB52	A0A0D1ZSC5	83.4
12048	A0A5N6EB52	M7UID6	83.2
12049	A0A5N6EB52	A0A1V6UEN6	83.1
12050	A0A5N6EB52	A0A0D2F3N4	82.8
12051	A0A5N6EB52	G2XS59	82.8
12052	A0A5N6EB52	A7E6B5	82.7
12053	A0A5N6EB52	A0A3E2GT83	82.6
12054	A0A5N6EB52	A0A194XNF4	82.6
12055	A0A5N6EB52	A0A4Y8D203	82.5
12056	A0A5N6EB52	A0A5M9JVZ9	82.4
12057	A0A5N6EB52	A0A4Z1L148	82.4
12058	A0A5N6EB52	A0A177CWT1	82.3
12059	A0A5N6EB52	A0A2T3AX85	82.3
12060	A0A5N6EB52	A0A2J6PTI5	82.3
12061	A0A5N6EB52	W9Y7V1	82.2
12062	A0A5N6EB52	S3CPI0	82.1
12063	A0A5N6EB52	A0A2V1DZ69	82.1
12064	A0A5N6EB52	A0A1Y1Y8W2	82.1
12065	A0A5N6EB52	A0A4Z1KC62	82.1
12066	A0A5N6EB52	A0A074XWT8	82.0
12067	A0A5N6EB52	A0A2J6T8G8	81.8
12068	A0A5N6EB52	K1Y422	81.8
12069	A0A5N6EB52	A0A2V1C0J1	81.8
12070	A0A5N6EB52	A0A0N0NJ30	81.7
12071	A0A5N6EB52	A0A2J6S5S8	81.7
12072	A0A5N6EB52	A0A3D8SR04	81.6
12073	A0A5N6EB52	A0A7C8MEZ2	81.5
12074	A0A5N6EB52	H0ELG6	81.4
12075	A0A5N6EB52	A0A370TVS3	81.4
12076	A0A5N6EB52	R7YPA1	81.4
12077	A0A5N6EB52	A0A517L855	81.4
12078	A0A5N6EB52	A0A1C1C6C4	81.3
12079	A0A5N6EB52	A0A1L7WVX5	81.2
12080	A0A5N6EB52	A0A074W4F7	81.2
12081	A0A5N6EB52	A0A395IKF8	81.2
12082	A0A5N6EB52	A0A1Z5TU80	81.1
12083	A0A5N6EB52	A0A1Z5TFN5	81.1
12084	A0A5N6EB52	A0A3M7BEA0	80.9
12085	A0A5N6EB52	A0A3M6WYP1	80.9
12086	A0A5N6EB52	W9CNQ9	80.9
12087	A0A5N6EB52	W2S189	80.9
12088	A0A5N6EB52	R0JW60	80.8
12089	A0A5N6EB52	E3RDM4	80.8
12090	A0A5N6EB52	A0A6A6Y0P5	80.7
12091	A0A5N6EB52	A0A2S7P6M0	80.6
12092	A0A5N6EB52	A0A364MXF6	80.6
12093	A0A5N6EB52	A0A163E1X7	80.5
12094	A0A5N6EB52	Q0UYY5	80.5
12095	A0A5N6EB52	A0A074YNW2	80.4
12096	A0A5N6EB52	A0A178DM25	80.3
12097	A0A5N6EB52	A0A7D8UU31	80.3
12098	A0A5N6EB52	A0A4U0TJT0	80.3
12099	A0A5N6EB52	A0A074WF13	80.3
12100	A0A5N6EB52	A0A2T2NH42	80.2
12101	A0A5N6EB52	A0A428PAC1	80.1
12102	A0A5N6EB52	A0A150V9F0	80.1
12103	A0A5N6EB52	A0A1X7RVT7	80.0
12104	A0A5N6EB52	F9XCV2	80.0
12105	A0A5N6EB52	A0A177D705	80.0
12106	A0A5N6EB52	A0A2S7QS87	80.0
12107	A0A5N6EB52	E4ZS94	79.9
12108	A0A5N6EB52	A0A428UCX7	79.8
12109	A0A5N6EB52	C7ZD82	79.8
12110	A0A5N6EB52	A0A3M2SL30	79.8
12111	A0A5N6EB52	A0A0F4G7F6	79.7
12112	A0A5N6EB52	A0A4R8R015	79.6
12113	A0A5N6EB52	N4VAA4	79.6
12114	A0A5N6EB52	A0A428NE95	79.6
12115	A0A5N6EB52	A0A1E1KHE7	79.6
12116	A0A5N6EB52	R1EEN8	79.3
12117	A0A5N6EB52	A0A175W4Q6	79.3
12118	A0A5N6EB52	G9NP24	79.3
12119	A0A5N6EB52	G0RRS1	79.3
12120	A0A5N6EB52	A0A2T4BTG5	79.3
12121	A0A5N6EB52	A0A1Q8RSU2	79.2
12122	A0A5N6EB52	A0A395N9G7	79.2
12123	A0A5N6EB52	A0A7C8IM37	79.2
12124	A0A5N6EB52	A0A1Y2EKH6	79.2
12125	A0A5N6EB52	A0A559MAH0	79.1
12126	A0A5N6EB52	A0A5Q4BJR1	79.1
12127	A0A5N6EB52	T0KZZ1	79.1
12128	A0A5N6EB52	A0A4U6X6L6	79.0
12129	A0A5N6EB52	A0A4T0WKD8	79.0
12130	A0A5N6EB52	A0A162MZU6	79.0
12131	A0A5N6EB52	A0A166RI72	79.0
12132	A0A5N6EB52	G9N8S0	79.0
12133	A0A5N6EB52	A0A2K0WVU4	79.0
12134	A0A5N6EB52	A0A2P4ZJM8	79.0
12135	A0A5N6EB52	A0A194UX87	79.0
12136	A0A5N6EB52	A0A1J9QW67	79.0
12137	A0A5N6EB52	A0A2K1QGL6	79.0
12138	A0A5N6EB52	L2FC28	78.9
12139	A0A5N6EB52	A0A0E0SDM0	78.9
12140	A0A5N6EB52	A0A2T4H210	78.9
12141	A0A5N6EB52	A0A5N5D932	78.9
12142	A0A5N6EB52	A0A0F9XM87	78.9
12143	A0A5N6EB52	A0A1B8AE72	78.9
12144	A0A5N6EB52	A0A2T3ZV55	78.9
12145	A0A5N6EB52	W3XJD9	78.9
12146	A0A5N6EB52	W7N4L9	78.9
12147	A0A5N6EB52	A0A066X5A7	78.7
12148	A0A5N6EB52	G2R1V2	78.7
12149	A0A5N6EB52	A0A162IAZ2	78.7
12150	A0A5N6EB52	A0A420Y6G0	78.7
12151	A0A5N6EB52	A0A0G2EW25	78.7
12152	A0A5N6EB52	S0DVK4	78.7
12153	A0A5N6EB52	A0A0G2G1B8	78.7
12154	A0A5N6EB52	A0A2P7ZE34	78.7
12155	A0A5N6EB52	N1PK14	78.7
12156	A0A5N6EB52	A0A136J8S2	78.6
12157	A0A5N6EB52	A0A2P5HRC7	78.6
12158	A0A5N6EB52	F9F678	78.6
12159	A0A5N6EB52	A0A5N5JXS7	78.6
12160	A0A5N6EB52	N1S467	78.6
12161	A0A5N6EB52	X0CZJ3	78.6
12162	A0A5N6EB52	A0A0D2YGJ6	78.6
12163	A0A5N6EB52	N4TXI0	78.6
12164	A0A5N6EB52	A0A2H3H306	78.6
12165	A0A5N6EB52	W9J4H7	78.6
12166	A0A5N6EB52	M2YUV9	78.5
12167	A0A5N6EB52	A0A5N5KQM7	78.4
12168	A0A5N6EB52	A0A423XHQ7	78.4
12169	A0A5N6EB52	A0A1W2TQY8	78.4
12170	A0A5N6EB52	E3QV85	78.3
12171	A0A5N6EB52	R8BGK6	78.3
12172	A0A5N6EB52	A0A395TAD6	78.3
12173	A0A5N6EB52	A0A2L2SPC1	78.3
12174	A0A5N6EB52	A0A2T3YX01	78.3
12175	A0A5N6EB52	A0A084GCK7	78.3
12176	A0A5N6EB52	A0A1J7JQ54	78.3
12177	A0A5N6EB52	A0A2T3AAA4	78.1
12178	A0A5N6EB52	A0A395SP46	78.1
12179	A0A5N6EB52	A0A507B7L9	78.1
12180	A0A5N6EB52	M3CF66	78.0
12181	A0A5N6EB52	A0A1G4BGG5	78.0
12182	A0A5N6EB52	A0A423WGA7	78.0
12183	A0A5N6EB52	A0A4Z0YFK3	78.0
12184	A0A5N6EB52	A0A010RMG6	77.8
12185	A0A5N6EB52	A0A395N0T1	77.8
12186	A0A5N6EB52	A0A0C4E9L8	77.8
12187	A0A5N6EB52	A0A1V1TC36	77.8
12188	A0A5N6EB52	A0A5N6KBE6	77.7
12189	A0A5N6EB52	A0A2I0RJV3	77.7
12190	A0A5N6EB52	A0A1Y2VR85	77.5
12191	A0A5N6EB52	A0A1Y2WV54	77.5
12192	A0A5N6EB52	Q2H3S5	77.5
12193	A0A5N6EB52	A0A139GXZ0	77.5
12194	A0A5N6EB52	A0A3M9Y5X2	77.4
12195	A0A5N6EB52	A0A4Q4YUR7	77.4
12196	A0A5N6EB52	A0A2S6C2B0	77.4
12197	A0A5N6EB52	A0A4Q4VBJ1	77.4
12198	A0A5N6EB52	A0A2N3N139	77.3
12199	A0A5N6EB52	A0A0G4KKU1	77.2
12200	A0A5N6EB52	G4U5F6	77.2
12201	A0A5N6EB52	A0A4Q4VQ69	77.1
12202	A0A5N6EB52	A0A1Y2UY51	76.9
12203	A0A5N6EB52	J3PH24	76.9
12204	A0A5N6EB52	A0A4Q4UNX4	76.8
12205	A0A5N6EB52	F0X7T2	76.8
12206	A0A5N6EB52	A0A4V1XNJ5	76.8
12207	A0A5N6EB52	A0A4Q4TAX8	76.8
12208	A0A5N6EB52	A0A090CAV9	76.6
12209	A0A5N6EB52	W6Q7N2	76.5
12210	A0A5N6EB52	A0A4Q4YSZ1	76.5
12211	A0A5N6EB52	G4N5G7	76.5
12212	A0A5N6EB52	A0A6P8BIP6	76.3
12213	A0A5N6EB52	S3D7K6	76.3
12214	A0A5N6EB52	A0A3N4KBK2	75.6
12215	A0A5N6EB52	G2XHT3	75.4
12216	A0A5N6EB52	A0A439D947	75.4
12217	A0A5N6EB52	A0A135V8D0	75.4
12218	A0A5N6EB52	A0A218ZHE2	75.3
12219	A0A5N6EB52	C9SS38	75.0
12220	A0A5N6EB52	A0A553HPK9	75.0
12221	A0A5N6EB52	G2QME6	74.8
12222	A0A5N6EB52	A0A423W9P7	72.9
12223	A0A5N6EB52	A0A165CTU6	54.6
12224	A0A5N6EB52	A0A1B7NGS0	53.2
12226	A0A5N6EB52	A0A1M2VA28	52.9
12227	A0A5N6EB52	A0A060SVX6	52.8
12228	A0A5N6EB52	A0A074S3I4	52.8
12229	A0A5N6EB52	A0A0B7F5J3	52.7
12230	A0A5N6EB52	A0A1J8PQ85	52.6
12231	A0A5N6EB52	K5XK42	52.6
12232	A0A5N6EB52	K5WGG5	52.6
12233	A0A5N6EB52	M5GCQ7	52.5
12234	A0A5N6EB52	A0A165ILZ5	52.5
12235	A0A5N6EB52	A0A2H3JSG5	52.3
12236	A0A5N6EB52	A0A5C3KN19	52.3
12237	A0A5N6EB52	A0A4S8M4X0	52.2
12238	A0A5N6EB52	A0A284QYF0	52.2
12239	A0A5N6EB52	A0A165F0M1	52.1
12240	A0A5N6EB52	A0A0C9T9D2	52.1
12241	A0A5N6EB52	R7SWA7	52.1
12242	A0A5N6EB52	A0A4Q9PTL3	52.1
12243	A0A5N6EB52	W4JTB1	52.0
12244	A0A5N6EB52	A0A2H3ETP7	52.0
12245	A0A5N6EB52	D8PVH1	52.0
12246	A0A5N6EB52	A0A2H3BQD5	52.0
12247	A0A5N6EB52	A0A371CLQ4	51.9
12248	A0A5N6EB52	M2PWC9	51.9
12249	A0A5N6EB52	A0A1Y2IML5	51.9
12250	A0A5N6EB52	J4IBN1	51.9
12251	A0A5N6EB52	A0A0C3NHS8	51.9
12252	A0A5N6EB52	A0A286U5Q1	51.9
12253	A0A5N6EB52	A0A550CU55	51.9
12254	A0A5N6EB52	A0A2G8SRN5	51.8
12255	A0A5N6EB52	A0A166DDH7	51.7
12256	A0A5N6EB52	A0A165U9X1	51.7
12257	A0A5N6EB52	A0A164WSN9	51.7
12258	A0A5N6EB52	A0A5C3Q819	51.7
12259	A0A5N6EB52	A0A2A9N9H1	51.7
12260	A0A5N6EB52	A0A0D0CSB1	51.7
12261	A0A5N6EB52	A0A5C3NW19	51.6
12262	A0A5N6EB52	A0A165VRV2	51.6
12263	A0A5N6EB52	A0A1X6MWH7	51.6
12264	A0A5N6EB52	A0A5C3N508	51.6
12266	A0A5N6EB52	A0A0D2NCE0	51.6
12267	A0A5N6EB52	A0A166GS67	51.5
12268	A0A5N6EB52	A0A5C3LYG0	51.5
12269	A0A5N6EB52	V2WB91	51.5
12270	A0A5N6EB52	A0A401GA83	51.5
12271	A0A5N6EB52	A0A0D7BBW7	51.4
12272	A0A5N6EB52	A0A5B1QN96	51.4
12273	A0A5N6EB52	A0A0H2RJ10	51.4
12274	A0A5N6EB52	A0A5N5QNB3	51.3
12275	A0A5N6EB52	S8FNA5	51.1
12276	A0A5N6EB52	A0A4Z0A149	51.1
12277	A0A5N6EB52	A0A5M3MJ52	51.1
12278	A0A5N6EB52	A0A5E3X2T7	51.0
12279	A0A5N6EB52	A0A4S4MTI8	51.0
12280	A0A5N6EB52	A0A0L6X0R2	51.0
12281	A0A5N6EB52	A0A167P4E4	51.0
12282	A0A5N6EB52	A0A409VUL1	51.0
